"region","year","cases"
"COD.1_1,COD.10_1,COD.11_1,COD.12_1,COD.13_1,COD.14_1,COD.15_1,COD.16_1,COD.17_1,COD.18_1,COD.19_1,COD.2_1,COD.20_1,COD.21_1,COD.22_1,COD.23_1,COD.24_1,COD.25_1,COD.26_1,COD.3_1,COD.4_1,COD.5_1,COD.6_1,COD.7_1,COD.8_1,COD.9_1",2013,0
"COD.1_1,COD.10_1,COD.11_1,COD.12_1,COD.13_1,COD.14_1,COD.15_1,COD.16_1,COD.17_1,COD.18_1,COD.19_1,COD.2_1,COD.20_1,COD.21_1,COD.22_1,COD.23_1,COD.24_1,COD.25_1,COD.26_1,COD.3_1,COD.4_1,COD.5_1,COD.6_1,COD.7_1,COD.8_1,COD.9_1",2014,3
"COD.1_1,COD.10_1,COD.11_1,COD.12_1,COD.13_1,COD.14_1,COD.15_1,COD.16_1,COD.17_1,COD.18_1,COD.19_1,COD.2_1,COD.20_1,COD.21_1,COD.22_1,COD.23_1,COD.24_1,COD.25_1,COD.26_1,COD.3_1,COD.4_1,COD.5_1,COD.6_1,COD.7_1,COD.8_1,COD.9_1",2015,0
"COD.1_1,COD.10_1,COD.11_1,COD.12_1,COD.13_1,COD.14_1,COD.15_1,COD.16_1,COD.17_1,COD.18_1,COD.19_1,COD.2_1,COD.20_1,COD.21_1,COD.22_1,COD.23_1,COD.24_1,COD.25_1,COD.26_1,COD.3_1,COD.4_1,COD.5_1,COD.6_1,COD.7_1,COD.8_1,COD.9_1",2016,77
"COD.1_1,COD.10_1,COD.11_1,COD.12_1,COD.13_1,COD.14_1,COD.15_1,COD.16_1,COD.17_1,COD.18_1,COD.19_1,COD.2_1,COD.20_1,COD.21_1,COD.22_1,COD.23_1,COD.24_1,COD.25_1,COD.26_1,COD.3_1,COD.4_1,COD.5_1,COD.6_1,COD.7_1,COD.8_1,COD.9_1",2017,2
"COD.1_1,COD.10_1,COD.11_1,COD.12_1,COD.13_1,COD.14_1,COD.15_1,COD.16_1,COD.17_1,COD.18_1,COD.19_1,COD.2_1,COD.20_1,COD.21_1,COD.22_1,COD.23_1,COD.24_1,COD.25_1,COD.26_1,COD.3_1,COD.4_1,COD.5_1,COD.6_1,COD.7_1,COD.8_1,COD.9_1",2018,15
"COD.1_1,COD.10_1,COD.11_1,COD.12_1,COD.13_1,COD.14_1,COD.15_1,COD.16_1,COD.17_1,COD.18_1,COD.19_1,COD.2_1,COD.20_1,COD.21_1,COD.22_1,COD.23_1,COD.24_1,COD.25_1,COD.26_1,COD.3_1,COD.4_1,COD.5_1,COD.6_1,COD.7_1,COD.8_1,COD.9_1",2019,5
"COD.1_1,COD.10_1,COD.11_1,COD.12_1,COD.13_1,COD.14_1,COD.15_1,COD.16_1,COD.17_1,COD.18_1,COD.19_1,COD.2_1,COD.20_1,COD.21_1,COD.22_1,COD.23_1,COD.24_1,COD.25_1,COD.26_1,COD.3_1,COD.4_1,COD.5_1,COD.6_1,COD.7_1,COD.8_1,COD.9_1",2020,529
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2000,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2001,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2002,51
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2003,24
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2004,1
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2005,2
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2006,79
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2007,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2008,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2009,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2010,155
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2011,30
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2012,3
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2013,7
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2014,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2015,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2016,1
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2017,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2018,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2019,0
"GHA.1_1,GHA.10_1,GHA.2_1,GHA.3_1,GHA.4_1,GHA.5_1,GHA.6_1,GHA.7_1,GHA.8_1,GHA.9_1",2020,0
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2000,445
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2001,273
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2002,39
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2003,51
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2004,6
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2005,215
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2006,6
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2007,0
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2008,5
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2009,4
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2010,2
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2011,0
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2012,0
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2013,2
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2014,2
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2015,0
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2016,4
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2017,1
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2018,0
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2019,0
"GIN.1_1,GIN.2_1,GIN.3_1,GIN.4_1,GIN.5_1,GIN.6_1,GIN.7_1,GIN.8_1",2020,8
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2000,137
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2001,158
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2002,74
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2003,54
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2004,4
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2005,41
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2006,26
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2007,0
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2008,1
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2009,1
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2010,1
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2011,0
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2012,17
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2013,0
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2014,1
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2015,1
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2016,0
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2017,1
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2018,1
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2019,2
"LBR.1_1,LBR.10_1,LBR.11_1,LBR.12_1,LBR.13_1,LBR.14_1,LBR.15_1,LBR.2_1,LBR.3_1,LBR.4_1,LBR.5_1,LBR.6_1,LBR.7_1,LBR.8_1,LBR.9_1",2020,36
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2000,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2001,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2002,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2003,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2004,1
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2005,43
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2006,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2007,1
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2008,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2009,4
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2010,3
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2011,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2012,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2013,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2014,1
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2015,10
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2016,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2017,0
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2018,225
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2019,5
"MLI.1_1,MLI.2_1,MLI.3_1,MLI.4_1,MLI.5_1,MLI.6_1,MLI.7_1,MLI.8_1,MLI.9_1",2020,6
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2000,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2001,18
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2002,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2003,163
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2004,1
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2005,7
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2006,1
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2007,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2008,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2009,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2010,1
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2011,7
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2012,1
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2013,2
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2014,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2015,1
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2016,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2017,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2018,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2019,0
"SEN.1_1,SEN.10_1,SEN.11_1,SEN.12_1,SEN.13_1,SEN.14_1,SEN.2_1,SEN.3_1,SEN.4_1,SEN.5_1,SEN.6_1,SEN.7_1,SEN.8_1,SEN.9_1",2020,8
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2000,1
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2001,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2002,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2003,95
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2004,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2005,3
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2006,12
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2007,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2008,111
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2009,3
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2010,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2011,361
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2012,94
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2013,3
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2014,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2015,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2016,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2017,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2018,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2019,0
"SLE.1_1,SLE.2_1,SLE.3_1,SLE.4_1",2020,0
